AREA,SUB AREA,AGE GROUP,SEASON,WEEK,THRESHOLD,BASELINE,PERCENT P&I,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,TOTAL DEATHS,PERCENT COMPLETE
Region,Region 2,All,2018-19,13,8.4,7.9,7.5,27,322,"4,627",> 100%
Region,Region 2,All,2018-19,14,8.3,7.8,7.6,33,308,"4,512",> 100%
Region,Region 2,All,2018-19,15,8.2,7.7,8,28,331,"4,464",> 100%
Region,Region 2,All,2018-19,16,8.1,7.6,6.7,11,279,"4,337",> 100%
Region,Region 2,All,2018-19,17,8,7.5,7.4,11,298,"4,178",97%
Region,Region 2,All,2018-19,18,7.9,7.4,6.9,7,295,"4,382",> 100%
Region,Region 2,All,2018-19,19,7.8,7.3,7.3,6,305,"4,232",98.2%
Region,Region 2,All,2018-19,20,7.7,7.2,6.8,4,289,"4,319",> 100%
Region,Region 2,All,2018-19,21,7.6,7,7.2,0,318,"4,401",> 100%
Region,Region 2,All,2018-19,22,7.5,6.9,7.2,3,291,"4,094",95%
Region,Region 2,All,2018-19,23,7.3,6.8,6.4,2,269,"4,263",99%
Region,Region 2,All,2018-19,24,7.2,6.7,6.7,1,282,"4,226",98.1%
Region,Region 2,All,2018-19,25,7.1,6.6,7,1,286,"4,102",95.2%
Region,Region 2,All,2018-19,26,7,6.5,6.2,2,261,"4,267",99.1%
Region,Region 2,All,2018-19,27,6.9,6.4,6.6,0,282,"4,256",98.8%
Region,Region 2,All,2018-19,28,6.9,6.3,6.5,1,266,"4,132",95.9%
Region,Region 2,All,2018-19,29,6.8,6.3,6.5,0,277,"4,271",99.2%
Region,Region 2,All,2018-19,30,6.7,6.2,6.6,0,275,"4,147",96.3%
Region,Region 2,All,2018-19,31,6.7,6.2,6.3,0,263,"4,168",96.8%
Region,Region 2,All,2018-19,32,6.7,6.1,6.5,0,275,"4,205",97.6%
Region,Region 2,All,2018-19,33,6.7,6.1,5.9,0,242,"4,126",95.8%
Region,Region 2,All,2018-19,34,6.7,6.1,5.9,0,239,"4,068",94.4%
Region,Region 2,All,2018-19,35,6.7,6.1,6.1,0,245,"4,015",93.2%
Region,Region 2,All,2018-19,36,6.7,6.2,6.3,0,261,"4,133",96%
Region,Region 2,All,2018-19,37,6.7,6.2,6.4,0,256,"4,015",93.2%
Region,Region 2,All,2018-19,38,6.8,6.3,6.3,2,262,"4,206",97.6%
Region,Region 2,All,2018-19,39,6.9,6.3,6,1,251,"4,190",97.3%
Region,Region 3,All,2018-19,40,5.5,5,5.2,0,288,"5,574",> 100%
Region,Region 3,All,2018-19,41,5.6,5.1,4.8,0,258,"5,352",99.7%
Region,Region 3,All,2018-19,42,5.7,5.2,5.2,1,290,"5,591",> 100%
Region,Region 3,All,2018-19,43,5.8,5.3,5,0,285,"5,721",> 100%
Region,Region 3,All,2018-19,44,5.8,5.4,5.7,1,325,"5,679",> 100%
Region,Region 3,All,2018-19,45,5.9,5.4,4.9,2,267,"5,524",> 100%
Region,Region 3,All,2018-19,46,6,5.5,5.4,1,300,"5,579",> 100%
Region,Region 3,All,2018-19,47,6.1,5.6,5.3,0,296,"5,584",> 100%
Region,Region 3,All,2018-19,48,6.2,5.7,6,4,342,"5,733",> 100%
Region,Region 3,All,2018-19,49,6.3,5.8,5.4,4,310,"5,789",> 100%
Region,Region 3,All,2018-19,50,6.4,5.9,6.1,4,357,"5,935",> 100%
Region,Region 3,All,2018-19,51,6.5,6,5.6,5,331,"5,999",> 100%
Region,Region 3,All,2018-19,52,6.6,6.1,5.9,10,323,"5,668",> 100%
Region,Region 3,All,2018-19,1,6.7,6.2,6.2,19,340,"5,824",> 100%
Region,Region 3,All,2018-19,2,6.8,6.3,6.6,20,369,"5,892",> 100%
Region,Region 3,All,2018-19,3,6.8,6.3,6.4,18,361,"5,946",> 100%
Region,Region 3,All,2018-19,4,6.9,6.4,6.3,25,358,"6,113",> 100%
Region,Region 3,All,2018-19,5,6.9,6.4,7.1,30,400,"6,078",> 100%
Region,Region 3,All,2018-19,6,6.9,6.4,7,37,386,"6,024",> 100%
Region,Region 3,All,2018-19,7,6.9,6.5,7.1,46,375,"5,904",> 100%
Region,Region 3,All,2018-19,8,6.9,6.5,6.9,49,354,"5,842",> 100%
Region,Region 3,All,2018-19,9,6.9,6.5,7.3,74,365,"6,027",> 100%
Region,Region 3,All,2018-19,10,6.9,6.4,6.7,47,358,"6,032",> 100%
Region,Region 3,All,2018-19,11,6.9,6.4,7.6,51,406,"5,999",> 100%
Region,Region 3,All,2018-19,12,6.8,6.4,6.9,54,351,"5,902",> 100%
Region,Region 3,All,2018-19,13,6.8,6.3,7,62,349,"5,882",> 100%
Region,Region 3,All,2018-19,14,6.7,6.2,6.7,46,349,"5,862",> 100%
Region,Region 3,All,2018-19,15,6.6,6.2,6.2,42,313,"5,772",> 100%
Region,Region 3,All,2018-19,16,6.6,6.1,6.1,33,312,"5,702",> 100%
Region,Region 3,All,2018-19,17,6.5,6,5.9,12,307,"5,363",99.9%
Region,Region 3,All,2018-19,18,6.4,5.9,5.4,13,284,"5,475",> 100%
Region,Region 3,All,2018-19,19,6.3,5.8,5.2,5,276,"5,380",> 100%
Region,Region 3,All,2018-19,20,6.2,5.7,5.1,7,275,"5,491",> 100%
Region,Region 3,All,2018-19,21,6.1,5.6,5.3,3,283,"5,389",> 100%
Region,Region 3,All,2018-19,22,6,5.5,5,1,269,"5,396",> 100%
Region,Region 3,All,2018-19,23,5.9,5.4,5.7,2,305,"5,341",99.5%
Region,Region 3,All,2018-19,24,5.8,5.3,5,0,269,"5,401",> 100%
Region,Region 3,All,2018-19,25,5.7,5.2,5.3,0,288,"5,385",> 100%
Region,Region 3,All,2018-19,26,5.6,5.1,5.4,0,290,"5,353",99.7%
Region,Region 3,All,2018-19,27,5.5,5,5.1,2,267,"5,299",98.7%
Region,Region 3,All,2018-19,28,5.4,4.9,4.8,1,250,"5,212",97.1%
Region,Region 3,All,2018-19,29,5.4,4.9,4.8,0,256,"5,314",99%
Region,Region 3,All,2018-19,30,5.3,4.8,4.9,0,261,"5,326",99.2%
Region,Region 3,All,2018-19,31,5.3,4.8,5.1,0,266,"5,182",96.5%
Region,Region 3,All,2018-19,32,5.2,4.7,5,1,264,"5,275",98.2%
Region,Region 3,All,2018-19,33,5.2,4.7,4.6,0,239,"5,244",97.7%
Region,Region 3,All,2018-19,34,5.2,4.7,5,0,260,"5,171",96.3%
Region,Region 3,All,2018-19,35,5.2,4.7,4.9,1,253,"5,229",97.4%
Region,Region 3,All,2018-19,36,5.2,4.7,4.9,5,250,"5,246",97.7%
Region,Region 3,All,2018-19,37,5.2,4.7,4.2,0,219,"5,193",96.7%
Region,Region 3,All,2018-19,38,5.3,4.8,4.7,0,246,"5,258",97.9%
Region,Region 3,All,2018-19,39,5.3,4.8,4.5,0,245,"5,405",> 100%
Region,Region 4,All,2018-19,40,5.7,5.4,5.6,0,656,"11,739",> 100%
Region,Region 4,All,2018-19,41,5.8,5.4,5.3,2,623,"11,748",> 100%
Region,Region 4,All,2018-19,42,5.9,5.5,5.4,5,628,"11,656",> 100%
Region,Region 4,All,2018-19,43,6,5.6,5.3,6,634,"12,118",> 100%
Region,Region 4,All,2018-19,44,6.1,5.7,5.4,7,640,"11,973",> 100%
Region,Region 4,All,2018-19,45,6.2,5.8,5,9,596,"11,982",> 100%
Region,Region 4,All,2018-19,46,6.3,5.9,5.5,10,680,"12,517",> 100%
Region,Region 4,All,2018-19,47,6.4,6,5.7,7,699,"12,347",> 100%
Region,Region 4,All,2018-19,48,6.5,6.1,5.5,14,669,"12,492",> 100%
Region,Region 4,All,2018-19,49,6.5,6.2,6,15,742,"12,654",> 100%
Region,Region 4,All,2018-19,50,6.6,6.3,6.2,15,795,"13,017",> 100%
Region,Region 4,All,2018-19,51,6.7,6.4,6.4,19,795,"12,814",> 100%
Region,Region 4,All,2018-19,52,6.8,6.4,6.7,32,828,"12,768",> 100%
Region,Region 4,All,2018-19,1,6.9,6.5,6.8,53,834,"13,082",> 100%
Region,Region 4,All,2018-19,2,6.9,6.6,7.2,50,886,"13,038",> 100%
Region,Region 4,All,2018-19,3,7,6.6,6.9,43,849,"12,961",> 100%
Region,Region 4,All,2018-19,4,7,6.7,6.4,41,779,"12,814",> 100%
Region,Region 4,All,2018-19,5,7,6.7,6.6,53,805,"13,045",> 100%
Region,Region 4,All,2018-19,6,7.1,6.7,6.7,75,808,"13,232",> 100%
Region,Region 4,All,2018-19,7,7.1,6.7,7.4,122,841,"12,980",> 100%
Region,Region 4,All,2018-19,8,7,6.7,7.5,102,868,"12,938",> 100%
Region,Region 4,All,2018-19,9,7,6.7,6.8,104,771,"12,916",> 100%
Region,Region 4,All,2018-19,10,7,6.7,6.4,96,735,"12,922",> 100%
Region,Region 4,All,2018-19,11,7,6.6,7.3,78,849,"12,721",> 100%
Region,Region 4,All,2018-19,12,6.9,6.6,6.8,63,798,"12,703",> 100%
Region,Region 4,All,2018-19,13,6.8,6.5,6.4,51,768,"12,873",> 100%
Region,Region 4,All,2018-19,14,6.8,6.4,6.7,45,809,"12,842",> 100%
Region,Region 4,All,2018-19,15,6.7,6.3,6.2,38,758,"12,742",> 100%
Region,Region 4,All,2018-19,16,6.6,6.3,6.5,28,770,"12,263",> 100%
Region,Region 4,All,2018-19,17,6.5,6.2,6.3,30,760,"12,567",> 100%
Region,Region 4,All,2018-19,18,6.4,6.1,6,23,735,"12,547",> 100%
Region,Region 4,All,2018-19,19,6.3,6,6.2,10,762,"12,377",> 100%
Region,Region 4,All,2018-19,20,6.2,5.9,5.7,10,691,"12,282",> 100%
Region,Region 4,All,2018-19,21,6.1,5.7,5.6,7,687,"12,290",> 100%
Region,Region 4,All,2018-19,22,6,5.6,6,5,730,"12,249",> 100%
Region,Region 4,All,2018-19,23,5.9,5.5,5.4,5,655,"12,244",> 100%
Region,Region 4,All,2018-19,24,5.8,5.5,5.4,6,650,"12,131",> 100%
Region,Region 4,All,2018-19,25,5.7,5.4,5.1,4,612,"12,084",> 100%
Region,Region 4,All,2018-19,26,5.6,5.3,5.4,4,634,"11,815",> 100%
Region,Region 4,All,2018-19,27,5.5,5.2,5.2,4,623,"12,081",> 100%
Region,Region 4,All,2018-19,28,5.5,5.1,4.9,4,576,"11,826",> 100%
Region,Region 4,All,2018-19,29,5.4,5.1,5,1,590,"11,777",> 100%
Region,Region 4,All,2018-19,30,5.4,5,5.4,1,636,"11,861",> 100%
Region,Region 4,All,2018-19,31,5.3,5,5.6,4,662,"11,932",> 100%
Region,Region 4,All,2018-19,32,5.3,5,5.2,2,609,"11,850",> 100%
Region,Region 4,All,2018-19,33,5.3,5,5,4,579,"11,600",> 100%
Region,Region 4,All,2018-19,34,5.3,5,5.2,4,606,"11,728",> 100%
Region,Region 4,All,2018-19,35,5.3,5,4.9,5,563,"11,599",> 100%
Region,Region 4,All,2018-19,36,5.3,5,4.9,3,577,"11,821",> 100%
Region,Region 4,All,2018-19,37,5.4,5,4.9,6,578,"11,807",> 100%
Region,Region 4,All,2018-19,38,5.4,5.1,5.2,7,602,"11,698",> 100%
Region,Region 4,All,2018-19,39,5.5,5.1,5.1,5,602,"11,997",> 100%
Region,Region 5,All,2018-19,40,5.6,5.2,5,3,462,"9,338",> 100%
Region,Region 5,All,2018-19,41,5.7,5.2,5.4,0,492,"9,121",> 100%
Region,Region 5,All,2018-19,42,5.7,5.3,5.4,2,511,"9,491",> 100%
Region,Region 5,All,2018-19,43,5.8,5.4,5,2,464,"9,383",> 100%
Region,Region 5,All,2018-19,44,5.9,5.5,5,3,473,"9,594",> 100%
Region,Region 5,All,2018-19,45,6,5.6,5.5,4,521,"9,575",> 100%
Region,Region 5,All,2018-19,46,6.1,5.7,4.9,2,468,"9,647",> 100%
Region,Region 5,All,2018-19,47,6.2,5.8,5,1,481,"9,590",> 100%
Region,Region 5,All,2018-19,48,6.3,5.9,5.6,3,537,"9,666",> 100%
Region,Region 5,All,2018-19,49,6.4,6,5.5,8,534,"9,801",> 100%
Region,Region 5,All,2018-19,50,6.5,6.1,5.4,8,526,"9,827",> 100%
Region,Region 5,All,2018-19,51,6.6,6.2,5.8,10,544,"9,571",> 100%
Region,Region 5,All,2018-19,52,6.7,6.2,6.1,13,570,"9,618",> 100%
Region,Region 5,All,2018-19,1,6.8,6.3,6.9,30,666,"10,063",> 100%
Region,Region 5,All,2018-19,2,6.8,6.4,6.5,25,626,"10,050",> 100%
Region,Region 5,All,2018-19,3,6.9,6.4,6.7,33,654,"10,190",> 100%
Region,Region 5,All,2018-19,4,6.9,6.5,6.7,36,637,"10,114",> 100%
Region,Region 5,All,2018-19,5,7,6.5,6.4,28,630,"10,299",> 100%
Region,Region 5,All,2018-19,6,7,6.6,6.7,55,631,"10,167",> 100%
Region,Region 5,All,2018-19,7,7,6.6,6.9,51,629,"9,820",> 100%
Region,Region 5,All,2018-19,8,7,6.6,6.7,46,609,"9,784",> 100%
Region,Region 5,All,2018-19,9,7,6.6,6.4,60,575,"9,967",> 100%
Region,Region 5,All,2018-19,10,7,6.6,6.7,96,583,"10,191",> 100%
Region,Region 5,All,2018-19,11,7,6.5,7.2,92,635,"10,146",> 100%
Region,Region 5,All,2018-19,12,6.9,6.5,7.1,95,596,"9,773",> 100%
Region,Region 5,All,2018-19,13,6.9,6.4,7.6,104,633,"9,734",> 100%
Region,Region 5,All,2018-19,14,6.8,6.4,7,71,624,"9,919",> 100%
Region,Region 5,All,2018-19,15,6.7,6.3,6.2,76,512,"9,507",> 100%
Region,Region 5,All,2018-19,16,6.6,6.2,6.5,50,559,"9,412",> 100%
Region,Region 5,All,2018-19,17,6.5,6.1,5.9,35,518,"9,408",> 100%
Region,Region 5,All,2018-19,18,6.4,6,6.2,23,550,"9,269",> 100%
Region,Region 5,All,2018-19,19,6.3,5.9,5.3,19,481,"9,384",> 100%
Region,Region 5,All,2018-19,20,6.2,5.8,5.9,9,539,"9,352",> 100%
Region,Region 5,All,2018-19,21,6.1,5.7,5.5,6,510,"9,443",> 100%
Region,Region 5,All,2018-19,22,6,5.6,5.9,5,540,"9,174",> 100%
Region,Region 5,All,2018-19,23,5.9,5.5,5.7,6,510,"9,123",> 100%
Region,Region 5,All,2018-19,24,5.8,5.4,5,3,446,"8,991",99.2%
Region,Region 5,All,2018-19,25,5.7,5.3,5.5,1,497,"9,089",> 100%
Region,Region 5,All,2018-19,26,5.6,5.2,5.6,1,508,"9,120",> 100%
Region,Region 5,All,2018-19,27,5.6,5.1,5.2,2,469,"9,021",99.5%
Region,Region 5,All,2018-19,28,5.5,5.1,5.2,2,462,"8,998",99.3%
Region,Region 5,All,2018-19,29,5.4,5,4.4,2,396,"9,116",> 100%
Region,Region 5,All,2018-19,30,5.4,4.9,4.9,0,440,"8,907",98.3%
Region,Region 5,All,2018-19,31,5.3,4.9,4.8,0,430,"8,996",99.3%
Region,Region 5,All,2018-19,32,5.3,4.8,4.6,0,415,"9,008",99.4%
Region,Region 5,All,2018-19,33,5.3,4.8,5,0,449,"8,938",98.6%
Region,Region 5,All,2018-19,34,5.2,4.8,4.8,1,424,"8,880",98%
Region,Region 5,All,2018-19,35,5.2,4.8,5,2,445,"8,953",98.8%
Region,Region 5,All,2018-19,36,5.3,4.8,4.7,1,423,"9,035",99.7%
Region,Region 5,All,2018-19,37,5.3,4.9,4.3,0,388,"9,054",99.9%
Region,Region 5,All,2018-19,38,5.3,4.9,5.6,1,515,"9,244",> 100%
Region,Region 5,All,2018-19,39,5.4,4.9,5.2,0,483,"9,313",> 100%
Region,Region 6,All,2018-19,40,6.2,5.7,5.8,2,356,"6,124",99.7%
Region,Region 6,All,2018-19,41,6.3,5.8,5.9,3,354,"6,100",99.3%
Region,Region 6,All,2018-19,42,6.4,5.9,5.5,4,337,"6,238",> 100%
Region,Region 6,All,2018-19,43,6.5,6,6.9,6,432,"6,320",> 100%
Region,Region 6,All,2018-19,44,6.6,6.1,5.6,6,351,"6,392",> 100%
Region,Region 6,All,2018-19,45,6.7,6.2,6,5,382,"6,460",> 100%
Region,Region 6,All,2018-19,46,6.8,6.3,6.2,4,407,"6,658",> 100%
Region,Region 6,All,2018-19,47,6.9,6.4,6.6,10,426,"6,638",> 100%
Region,Region 6,All,2018-19,48,7,6.6,6.4,4,427,"6,711",> 100%
Region,Region 6,All,2018-19,49,7.2,6.7,6.7,11,439,"6,725",> 100%
Region,Region 6,All,2018-19,50,7.3,6.8,7,6,471,"6,807",> 100%
Region,Region 6,All,2018-19,51,7.3,6.9,6.9,16,453,"6,816",> 100%
Region,Region 6,All,2018-19,52,7.4,6.9,7.6,14,505,"6,827",> 100%
Region,Region 6,All,2018-19,1,7.5,7,7.5,32,500,"7,092",> 100%
Region,Region 6,All,2018-19,2,7.6,7.1,8.3,32,550,"7,036",> 100%
Region,Region 6,All,2018-19,3,7.6,7.1,8,28,528,"6,980",> 100%
Region,Region 6,All,2018-19,4,7.7,7.2,8.3,31,541,"6,854",> 100%
Region,Region 6,All,2018-19,5,7.7,7.2,7.7,51,489,"6,995",> 100%
Region,Region 6,All,2018-19,6,7.7,7.2,7.7,41,492,"6,916",> 100%
Region,Region 6,All,2018-19,7,7.7,7.2,7.7,71,467,"7,020",> 100%
Region,Region 6,All,2018-19,8,7.7,7.2,8.3,67,510,"6,973",> 100%
Region,Region 6,All,2018-19,9,7.7,7.2,7.8,58,467,"6,732",> 100%
Region,Region 6,All,2018-19,10,7.7,7.2,8.3,70,508,"6,992",> 100%
Region,Region 6,All,2018-19,11,7.6,7.1,8,54,514,"7,081",> 100%
Region,Region 6,All,2018-19,12,7.5,7.1,7.2,48,453,"6,995",> 100%
Region,Region 6,All,2018-19,13,7.5,7,7.4,35,458,"6,692",> 100%
Region,Region 6,All,2018-19,14,7.4,6.9,6.5,24,402,"6,521",> 100%
Region,Region 6,All,2018-19,15,7.3,6.8,6.6,13,422,"6,581",> 100%
Region,Region 6,All,2018-19,16,7.2,6.7,6.8,9,426,"6,425",> 100%
Region,Region 6,All,2018-19,17,7.1,6.6,6.4,13,399,"6,422",> 100%
Region,Region 6,All,2018-19,18,6.9,6.5,6,4,383,"6,400",> 100%
Region,Region 6,All,2018-19,19,6.8,6.3,6.5,8,397,"6,237",> 100%
Region,Region 6,All,2018-19,20,6.7,6.2,6.6,5,411,"6,346",> 100%
Region,Region 6,All,2018-19,21,6.6,6.1,6.5,3,404,"6,254",> 100%
Region,Region 6,All,2018-19,22,6.5,6,5.8,0,361,"6,267",> 100%
Region,Region 6,All,2018-19,23,6.3,5.9,6.1,1,397,"6,476",> 100%
Region,Region 6,All,2018-19,24,6.2,5.7,5.8,2,361,"6,273",> 100%
Region,Region 6,All,2018-19,25,6.1,5.6,6.2,1,387,"6,261",> 100%
Region,Region 6,All,2018-19,26,6,5.5,5.7,1,353,"6,187",> 100%
Region,Region 6,All,2018-19,27,5.9,5.5,6.1,2,382,"6,318",> 100%
Region,Region 6,All,2018-19,28,5.8,5.4,5.7,0,361,"6,386",> 100%
Region,Region 6,All,2018-19,29,5.8,5.3,5.1,1,314,"6,138",99.9%
Region,Region 6,All,2018-19,30,5.7,5.2,5.6,1,336,"6,054",98.5%
Region,Region 6,All,2018-19,31,5.7,5.2,5.5,0,345,"6,226",> 100%
Region,Region 6,All,2018-19,32,5.6,5.2,5.4,3,335,"6,271",> 100%
Region,Region 6,All,2018-19,33,5.6,5.1,5.6,1,344,"6,176",> 100%
Region,Region 6,All,2018-19,34,5.6,5.1,5.2,0,322,"6,140",99.9%
Region,Region 6,All,2018-19,35,5.6,5.2,5.2,3,319,"6,227",> 100%
Region,Region 6,All,2018-19,36,5.6,5.2,5.1,1,316,"6,217",> 100%
Region,Region 6,All,2018-19,37,5.7,5.2,5.3,6,331,"6,320",> 100%
Region,Region 6,All,2018-19,38,5.7,5.3,4.9,3,297,"6,117",99.6%
Region,Region 6,All,2018-19,39,5.8,5.3,5.5,3,343,"6,256",> 100%
Region,Region 7,All,2018-19,40,6.2,5.4,5.4,1,142,"2,630",> 100%
Region,Region 7,All,2018-19,41,6.3,5.5,6.2,1,151,"2,471",98.1%
Region,Region 7,All,2018-19,42,6.4,5.6,6.5,1,163,"2,534",> 100%
Region,Region 7,All,2018-19,43,6.5,5.8,5.3,0,144,"2,697",> 100%
Region,Region 7,All,2018-19,44,6.6,5.9,5.3,2,136,"2,582",> 100%
Region,Region 7,All,2018-19,45,6.8,6,5.4,0,138,"2,572",> 100%
Region,Region 7,All,2018-19,46,6.9,6.1,6.3,1,166,"2,659",> 100%
Region,Region 7,All,2018-19,47,7,6.3,5.6,1,146,"2,637",> 100%
Region,Region 7,All,2018-19,48,7.1,6.4,6.5,1,168,"2,584",> 100%
Region,Region 7,All,2018-19,49,7.3,6.5,6,1,157,"2,649",> 100%
Region,Region 7,All,2018-19,50,7.4,6.6,6.4,1,174,"2,720",> 100%
Region,Region 7,All,2018-19,51,7.5,6.8,6.5,7,172,"2,752",> 100%
Region,Region 7,All,2018-19,52,7.6,6.9,5.7,8,145,"2,684",> 100%
Region,Region 7,All,2018-19,1,7.7,7,5.8,12,151,"2,821",> 100%
Region,Region 7,All,2018-19,2,7.8,7,8,19,209,"2,856",> 100%
Region,Region 7,All,2018-19,3,7.9,7.1,8.3,12,214,"2,739",> 100%
Region,Region 7,All,2018-19,4,7.9,7.2,7.7,15,193,"2,698",> 100%
Region,Region 7,All,2018-19,5,8,7.2,7.6,17,195,"2,801",> 100%
Region,Region 7,All,2018-19,6,8,7.2,7.2,21,178,"2,773",> 100%
Region,Region 7,All,2018-19,7,8,7.3,7,19,180,"2,832",> 100%
Region,Region 7,All,2018-19,8,8,7.2,7.3,19,191,"2,872",> 100%
Region,Region 7,All,2018-19,9,8,7.2,7.2,31,170,"2,773",> 100%
Region,Region 7,All,2018-19,10,7.9,7.2,7.7,40,177,"2,813",> 100%
Region,Region 7,All,2018-19,11,7.9,7.1,7.8,32,188,"2,833",> 100%
Region,Region 7,All,2018-19,12,7.8,7.1,8,38,184,"2,789",> 100%
Region,Region 7,All,2018-19,13,7.8,7,7.2,34,165,"2,747",> 100%
Region,Region 7,All,2018-19,14,7.7,6.9,6.9,28,154,"2,624",> 100%
Region,Region 7,All,2018-19,15,7.6,6.8,7,17,164,"2,601",> 100%
Region,Region 7,All,2018-19,16,7.5,6.7,6.7,8,168,"2,614",> 100%
Region,Region 7,All,2018-19,17,7.3,6.6,6,6,150,"2,579",> 100%
Region,Region 7,All,2018-19,18,7.2,6.5,5.1,5,127,"2,594",> 100%
Region,Region 7,All,2018-19,19,7.1,6.3,6.1,4,151,"2,522",> 100%
Region,Region 7,All,2018-19,20,7,6.2,6.1,3,157,"2,616",> 100%
Region,Region 7,All,2018-19,21,6.8,6.1,5.9,1,155,"2,643",> 100%
Region,Region 7,All,2018-19,22,6.7,5.9,6.1,3,149,"2,496",99.1%
Region,Region 7,All,2018-19,23,6.6,5.8,4.8,1,120,"2,499",99.3%
Region,Region 7,All,2018-19,24,6.4,5.7,5.4,0,137,"2,525",> 100%
Region,Region 7,All,2018-19,25,6.3,5.6,5.8,0,145,"2,498",99.2%
Region,Region 7,All,2018-19,26,6.2,5.5,5.3,0,141,"2,643",> 100%
Region,Region 7,All,2018-19,27,6.1,5.4,5.4,1,137,"2,576",> 100%
Region,Region 7,All,2018-19,28,6,5.3,5.5,0,144,"2,637",> 100%
Region,Region 7,All,2018-19,29,6,5.2,5.3,1,131,"2,483",98.6%
Region,Region 7,All,2018-19,30,5.9,5.2,5.8,0,148,"2,530",> 100%
Region,Region 7,All,2018-19,31,5.9,5.1,5,1,122,"2,468",98%
Region,Region 7,All,2018-19,32,5.8,5.1,5.2,0,128,"2,484",98.7%
Region,Region 7,All,2018-19,33,5.8,5.1,5.7,0,142,"2,471",98.1%
Region,Region 7,All,2018-19,34,5.8,5.1,5.1,0,124,"2,439",96.9%
Region,Region 7,All,2018-19,35,5.8,5.1,4.8,0,117,"2,445",97.1%
Region,Region 7,All,2018-19,36,5.9,5.1,4.9,0,124,"2,545",> 100%
Region,Region 7,All,2018-19,37,5.9,5.2,5,0,128,"2,542",> 100%
Region,Region 7,All,2018-19,38,6,5.2,4.7,0,116,"2,489",98.9%
Region,Region 7,All,2018-19,39,6,5.3,5.5,1,143,"2,603",> 100%
Region,Region 8,All,2018-19,40,5.8,5.2,6.3,0,103,"1,641",> 100%
Region,Region 8,All,2018-19,41,6,5.3,4.7,0,79,"1,674",> 100%
Region,Region 8,All,2018-19,42,6.1,5.4,5.7,0,97,"1,703",> 100%
Region,Region 8,All,2018-19,43,6.3,5.6,5.2,1,86,"1,669",> 100%
Region,Region 8,All,2018-19,44,6.4,5.7,6.3,0,103,"1,639",> 100%
Region,Region 8,All,2018-19,45,6.6,5.9,5.9,1,92,"1,588",> 100%
Region,Region 8,All,2018-19,46,6.7,6,6,1,98,"1,663",> 100%
Region,Region 8,All,2018-19,47,6.9,6.2,5.8,2,102,"1,783",> 100%
Region,Region 8,All,2018-19,48,7,6.3,5.7,2,97,"1,751",> 100%
Region,Region 8,All,2018-19,49,7.2,6.5,5.4,0,88,"1,627",> 100%
Region,Region 8,All,2018-19,50,7.3,6.6,5.7,1,92,"1,632",> 100%
Region,Region 8,All,2018-19,51,7.5,6.8,6.1,2,105,"1,746",> 100%
Region,Region 8,All,2018-19,52,7.6,6.9,5.7,13,84,"1,714",> 100%
Region,Region 8,All,2018-19,1,7.7,7,6.5,4,116,"1,833",> 100%
Region,Region 8,All,2018-19,2,7.8,7.1,7.8,14,129,"1,826",> 100%
Region,Region 8,All,2018-19,3,7.9,7.2,6.7,9,112,"1,806",> 100%
Region,Region 8,All,2018-19,4,7.9,7.3,8,13,129,"1,775",> 100%
Region,Region 8,All,2018-19,5,8,7.3,7.3,17,109,"1,731",> 100%
Region,Region 8,All,2018-19,6,8,7.3,8.2,13,130,"1,746",> 100%
Region,Region 8,All,2018-19,7,8,7.3,8.3,31,121,"1,839",> 100%
Region,Region 8,All,2018-19,8,8,7.3,7.9,25,115,"1,782",> 100%
Region,Region 8,All,2018-19,9,8,7.3,7.6,21,115,"1,792",> 100%
Region,Region 8,All,2018-19,10,7.9,7.2,7.8,40,105,"1,861",> 100%
Region,Region 8,All,2018-19,11,7.8,7.2,8,25,116,"1,756",> 100%
Region,Region 8,All,2018-19,12,7.7,7.1,8.4,17,132,"1,775",> 100%
Region,Region 8,All,2018-19,13,7.6,7,7,26,92,"1,691",> 100%
Region,Region 8,All,2018-19,14,7.5,6.8,7.2,8,117,"1,737",> 100%
Region,Region 8,All,2018-19,15,7.4,6.7,7.6,15,118,"1,756",> 100%
Region,Region 8,All,2018-19,16,7.3,6.6,5.8,4,98,"1,751",> 100%
Region,Region 8,All,2018-19,17,7.1,6.4,6.3,8,91,"1,564",> 100%
Region,Region 8,All,2018-19,18,6.9,6.3,6.1,5,101,"1,750",> 100%
Region,Region 8,All,2018-19,19,6.8,6.1,6.2,5,99,"1,688",> 100%
Region,Region 8,All,2018-19,20,6.6,5.9,5.2,3,85,"1,683",> 100%
Region,Region 8,All,2018-19,21,6.4,5.8,6.7,1,114,"1,723",> 100%
Region,Region 8,All,2018-19,22,6.3,5.6,6,2,98,"1,660",> 100%
Region,Region 8,All,2018-19,23,6.1,5.5,4.5,0,75,"1,658",> 100%
Region,Region 8,All,2018-19,24,6,5.3,5.4,0,86,"1,587",> 100%
Region,Region 8,All,2018-19,25,5.8,5.2,4.5,0,74,"1,631",> 100%
Region,Region 8,All,2018-19,26,5.7,5,4.5,0,72,"1,616",> 100%
Region,Region 8,All,2018-19,27,5.6,4.9,4.4,0,70,"1,594",> 100%
Region,Region 8,All,2018-19,28,5.5,4.8,4.9,1,74,"1,545",98.8%
